StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q4,Q5,Q6_1,Q7,Q7_8_TEXT
2022-02-01 10:24:19,2022-02-01 10:27:22,IP Address,72.33.2.214,100,183,True,2022-02-01 10:27:22,R_3Pdz8Nm4X93DN5J,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,Multiple ethnicities,High school graduate,30000,"English,French",
2022-02-01 10:18:12,2022-02-01 10:30:24,IP Address,66.188.119.218,100,732,True,2022-02-01 10:30:24,R_3kzUnkvCiREe35G,,,,,43.06280517578125,-89.31710052490234375,anonymous,EN,I consent,Male,20,Asian,Some college,50070,English,
2022-02-01 11:52:52,2022-02-01 12:00:07,IP Address,72.33.0.206,100,434,True,2022-02-01 12:00:07,R_djrWLpu0GZQeNcl,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,High school graduate,150000,English,
2022-02-01 13:08:05,2022-02-01 13:08:44,IP Address,72.33.0.12,100,39,True,2022-02-01 13:08:45,R_32LwlnxFw5VVsuh,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-01 13:13:45,2022-02-01 13:22:55,IP Address,68.190.166.87,100,550,True,2022-02-01 13:22:56,R_vMKr01Stk25pBp7,,,,,43.0370941162109375,-89.3932037353515625,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,10352,English,
2022-02-01 13:03:11,2022-02-01 13:31:25,IP Address,72.33.2.86,100,1694,True,2022-02-01 13:31:25,R_TmUqDjn3kAfMLCh,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,100352,English,
2022-02-02 09:22:15,2022-02-02 09:33:25,IP Address,72.33.0.49,100,669,True,2022-02-02 09:33:25,R_2PccWqAYJoAyCjt,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,Hispanic or Latino,Some college,0,"English,Spanish",
2022-02-02 11:03:43,2022-02-02 11:10:28,IP Address,72.33.2.97,100,404,True,2022-02-02 11:10:28,R_BEUCsdAVg4jIny9,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,150000,English,
2022-02-02 11:18:42,2022-02-02 11:20:47,IP Address,72.33.2.130,100,124,True,2022-02-02 11:20:47,R_yDQWhJZm9yIPZXb,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,106690,English,
2022-02-02 11:50:06,2022-02-02 11:53:08,IP Address,72.33.2.88,100,182,True,2022-02-02 11:53:08,R_1CxRErG7Sas6qP0,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,Asian,High school graduate,95070,"English,Other",Tagalog
2022-02-02 11:49:13,2022-02-02 12:03:58,IP Address,72.33.2.129,100,884,True,2022-02-02 12:03:58,R_1mg78hKjqEMctER,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,High school graduate,2535,English,
2022-02-02 12:47:10,2022-02-02 12:55:52,IP Address,72.33.2.173,100,521,True,2022-02-02 12:55:52,R_WreZ0WLBxEEJOfL,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,White or Caucasian,High school graduate,60000,English,
2022-02-02 13:04:26,2022-02-02 13:11:51,IP Address,72.33.0.182,100,444,True,2022-02-02 13:11:51,R_1EbxKL0VjiiYiRf,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,100141,English,
2022-02-03 09:44:48,2022-02-03 09:47:48,IP Address,72.33.2.144,100,180,True,2022-02-03 09:47:49,R_2PhY5ewzyyaB0w9,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-03 09:52:21,2022-02-03 11:26:20,IP Address,72.33.2.144,100,5638,True,2022-02-03 11:26:20,R_1k1yaHz06FegFLX,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-03 11:24:35,2022-02-03 11:30:42,IP Address,72.33.2.233,100,366,True,2022-02-03 11:30:42,R_UroIUB4zweELAS5,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,39718,"English,Spanish",
2022-02-03 11:53:54,2022-02-03 11:56:56,IP Address,72.33.2.68,100,182,True,2022-02-03 11:56:57,R_2dgQ5AGxT0CDUcQ,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,150000,English,
2022-02-03 12:40:57,2022-02-03 12:46:38,IP Address,72.33.0.46,100,341,True,2022-02-03 12:46:38,R_D2H1ruCdUzwqmw9,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,150000,English,
2022-02-03 13:40:16,2022-02-03 13:41:12,IP Address,72.33.0.218,100,55,True,2022-02-03 13:41:12,R_1OPvp3NcxwS1p1q,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,White or Caucasian,Some college,150000,English,
2022-02-03 13:41:21,2022-02-03 13:45:45,Spam,72.33.0.218,100,263,True,2022-02-03 13:45:45,R_3KSWTNEMiGk0N4o,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,White or Caucasian,Some college,150000,English,
2022-02-03 13:46:34,2022-02-03 13:47:15,Spam,72.33.0.218,100,41,True,2022-02-03 13:47:16,R_cSGzi9AXLPJsZrz,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,White or Caucasian,Some college,150000,English,
2022-02-03 14:05:41,2022-02-03 14:13:53,IP Address,72.33.2.21,100,492,True,2022-02-03 14:13:53,R_1hxUa2mYhHyqfrR,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,,White or Caucasian,Some college,150000,English,
2022-02-03 14:15:39,2022-02-03 14:19:35,IP Address,72.33.2.10,100,236,True,2022-02-03 14:19:35,R_3fuXKWKEqhP1Zox,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,148732,English,
2022-02-04 09:25:58,2022-02-04 09:34:26,IP Address,72.33.2.207,100,507,True,2022-02-04 09:34:26,R_1F2KZpoFJaQEExK,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,White or Caucasian,High school graduate,20282,English,
2022-02-04 09:35:49,2022-02-04 09:36:18,IP Address,72.33.2.207,100,28,True,2022-02-04 09:36:18,R_7OtXtf1X3Ol06t3,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,White or Caucasian,Some college,,English,
2022-02-04 11:43:27,2022-02-04 11:44:12,IP Address,72.33.2.105,100,45,True,2022-02-04 11:44:12,R_0eSsisaH7qf3qKd,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,Asian,High school graduate,150000,English,
2022-02-04 11:43:13,2022-02-04 11:52:41,IP Address,72.33.2.210,100,568,True,2022-02-04 11:52:41,R_3fuGlV5mhAYaNwI,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,22,White or Caucasian,High school graduate,75211,English,
2022-02-04 12:49:14,2022-02-04 12:56:25,IP Address,153.33.9.21,100,430,True,2022-02-04 12:56:25,R_9QtvcKizWhjQz1T,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-04 13:26:49,2022-02-04 13:34:45,IP Address,72.33.2.39,100,476,True,2022-02-04 13:34:45,R_1k15mK1yePlqYQY,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,22,White or Caucasian,Some college,20493,English,
2022-02-04 18:23:56,2022-02-04 18:27:32,IP Address,209.120.184.70,100,215,True,2022-02-04 18:27:32,R_cCTm09HOLE8xI2d,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,21,Asian,High school graduate,150000,Chinese,
2022-02-04 18:28:09,2022-02-04 18:41:56,IP Address,72.33.2.158,100,827,True,2022-02-04 18:41:57,R_ZxIK3YfN1mN45Pj,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,Asian,High school graduate,72884,"English,Chinese",
2022-02-04 18:43:02,2022-02-04 18:46:18,IP Address,72.33.2.158,100,196,True,2022-02-04 18:46:19,R_3D78ylDfXSsDJ7f,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,Asian,High school graduate,73730,"English,Chinese",
2022-02-04 18:46:35,2022-02-04 18:47:43,IP Address,72.33.2.158,100,68,True,2022-02-04 18:47:43,R_1qebCjRc9r6UXc0,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,Asian,High school graduate,70982,"English,Chinese",
2022-02-04 18:42:46,2022-02-04 18:52:56,IP Address,153.33.9.142,100,609,True,2022-02-04 18:52:56,R_2P286F8o9MKcRWf,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,Asian,2 year degree,37394,"English,Chinese",
2022-02-07 07:42:46,2022-02-07 07:46:34,IP Address,72.33.2.164,100,228,True,2022-02-07 07:46:35,R_24GVSFMDXYySImV,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,White or Caucasian,Some college,91268,English,
2022-02-07 08:49:53,2022-02-07 09:07:29,IP Address,72.33.2.236,100,1056,True,2022-02-07 09:07:30,R_1NfYLVHj1Wf1LAS,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,Asian,High school graduate,130352,"English,Other",Korean
2022-02-07 09:01:48,2022-02-07 09:15:19,IP Address,72.33.2.228,100,810,True,2022-02-07 09:15:19,R_2aahFfkwvr0Sk1T,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,White or Caucasian,High school graduate,120634,English,
2022-02-07 09:14:33,2022-02-07 09:16:42,IP Address,72.33.2.208,100,128,True,2022-02-07 09:16:42,R_1eJiyJxeQMWeiWX,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,High school graduate,150000,English,
2022-02-07 09:55:59,2022-02-07 10:03:42,IP Address,72.33.8.193,100,462,True,2022-02-07 10:03:42,R_2WTOcE2kxHvFHx9,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-07 10:18:48,2022-02-07 10:29:07,IP Address,72.33.2.72,100,619,True,2022-02-07 10:29:08,R_2wLXQiUBWiseXGr,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,Asian,High school graduate,,"English,Chinese",
2022-02-07 11:01:11,2022-02-07 11:02:03,IP Address,72.33.2.148,100,51,True,2022-02-07 11:02:03,R_1QyYdGbAVezFqQS,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,White or Caucasian,Some college,75000,English,
2022-02-07 11:08:26,2022-02-07 11:17:39,IP Address,50.93.222.110,100,552,True,2022-02-07 11:17:39,R_21ocaOD24SGAZma,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,20,White or Caucasian,Some college,119910,English,
2022-02-07 11:20:56,2022-02-07 11:24:53,IP Address,72.33.2.239,100,236,True,2022-02-07 11:24:53,R_2v6cMoPQuF0unqz,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,Multiple ethnicities,High school graduate,150000,English,
2022-02-08 08:42:53,2022-02-08 08:49:00,IP Address,72.33.2.109,100,366,True,2022-02-08 08:49:00,R_3JyfdkuGrWRewQT,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,44366,English,
2022-02-08 11:57:01,2022-02-08 12:00:57,IP Address,72.33.2.249,100,236,True,2022-02-08 12:00:58,R_YQ6egZBmNAi25iN,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,Hispanic or Latino,Some college,70563,"English,Spanish",
2022-02-08 14:58:50,2022-02-08 15:05:02,IP Address,153.33.9.24,100,372,True,2022-02-08 15:05:03,R_21cTCCAf9gIjNhL,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,62324,English,
2022-02-08 15:12:44,2022-02-08 15:13:24,IP Address,72.33.2.78,100,40,True,2022-02-08 15:13:24,R_1jOnwIhganfcNXT,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,Asian,Some college,70141,"English,Chinese",
2022-02-08 15:20:36,2022-02-08 15:28:47,IP Address,72.33.2.247,100,491,True,2022-02-08 15:28:47,R_SZwrRHoqwfU8aEV,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,5070,English,
2022-02-08 15:35:25,2022-02-08 15:45:03,IP Address,72.33.2.209,100,577,True,2022-02-08 15:45:03,R_PAhQaMXXxFrcRzP,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,97183,"English,Spanish",
2022-02-08 16:04:34,2022-02-08 16:05:59,IP Address,72.33.0.111,100,85,True,2022-02-08 16:06:00,R_1gOdSEXkwfygT3v,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,20,Asian,High school graduate,634,"English,Chinese,French",
2022-02-08 17:07:14,2022-02-08 17:15:51,IP Address,72.33.2.131,100,516,True,2022-02-08 17:15:51,R_1LSV3wYtaK6WBcV,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-08 18:22:39,2022-02-08 18:24:45,IP Address,153.33.9.146,100,126,True,2022-02-08 18:24:45,R_3RlaAEDMtLMlhcl,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,20,Asian,Some college,,"English,Chinese,French",
2022-02-09 08:27:34,2022-02-09 08:32:53,IP Address,66.191.151.195,100,318,True,2022-02-09 08:32:53,R_2zv7f3xiS0Yhyj6,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,,White or Caucasian,Some college,121056,English,
2022-02-09 09:55:39,2022-02-09 10:04:32,IP Address,72.33.2.132,100,532,True,2022-02-09 10:04:32,R_1FxL8JkMc76zLiL,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,White or Caucasian,Some college,123169,English,
2022-02-09 10:33:56,2022-02-09 10:43:06,IP Address,72.33.2.166,100,550,True,2022-02-09 10:43:07,R_3GivVPIvBEL2eT9,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,150000,English,
2022-02-09 11:25:05,2022-02-09 11:27:34,IP Address,12.87.253.194,100,149,True,2022-02-09 11:27:35,R_1QN5vfH2GianCuL,,,,,43.0724945068359375,-89.4490966796875,anonymous,EN,I consent,Female,18,White or Caucasian,High school graduate,74789,English,
2022-02-09 13:02:10,2022-02-09 13:16:47,IP Address,72.33.2.175,100,877,True,2022-02-09 13:16:47,R_T1SpHqk1L9PUcrD,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,120000,English,
2022-02-09 14:09:11,2022-02-09 14:19:34,IP Address,174.253.65.68,100,622,True,2022-02-09 14:19:34,R_C1xV5NCpjOJRzYR,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,80372,English,
2022-02-09 14:52:48,2022-02-09 14:56:15,IP Address,72.33.2.236,100,206,True,2022-02-09 14:56:15,R_1GH6q081jFatcRQ,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,113239,English,
2022-02-09 14:58:34,2022-02-09 15:04:46,IP Address,72.33.2.136,100,372,True,2022-02-09 15:04:47,R_ZeOIj5HViGwg1pv,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,Multiple ethnicities,Some college,150000,English,
2022-02-09 12:18:25,2022-02-09 18:32:31,IP Address,72.33.2.33,100,22445,True,2022-02-09 18:32:31,R_26gXPSG4j82QFdV,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,High school graduate,51761,English,
2022-02-10 08:30:25,2022-02-10 08:36:12,IP Address,72.33.0.78,100,347,True,2022-02-10 08:36:12,R_2ZVc1vQeB3991Mt,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,High school graduate,5282,English,
2022-02-10 09:11:31,2022-02-10 09:19:47,IP Address,72.33.0.253,100,496,True,2022-02-10 09:19:47,R_3NKwiABV4c4rtdN,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,Asian,Some college,90000,"English,Spanish",
2022-02-10 08:56:25,2022-02-10 09:19:48,IP Address,72.33.2.133,100,1402,True,2022-02-10 09:19:48,R_1f7scbrA7ah2cTo,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Non-binary / third gender,19,White or Caucasian,High school graduate,,English,
2022-02-10 09:22:00,2022-02-10 09:22:54,IP Address,72.33.2.23,100,54,True,2022-02-10 09:22:54,R_3sgBCLJwp5rkXqy,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,Asian,High school graduate,100000,"English,Other","Tagalog "
2022-02-10 09:23:02,2022-02-10 09:26:59,IP Address,72.33.2.23,100,236,True,2022-02-10 09:26:59,R_2y7Q64zdLzPlFuJ,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,Asian,High school graduate,101240,"English,Other","Tagalog "
2022-02-10 09:42:45,2022-02-10 09:47:57,IP Address,72.33.2.60,100,312,True,2022-02-10 09:47:57,R_vcMP6uIpg0Ld8SR,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,Hispanic or Latino,High school graduate,78803,"English,Spanish",
2022-02-10 10:22:22,2022-02-10 10:23:08,IP Address,72.33.2.106,100,46,True,2022-02-10 10:23:09,R_dbDQVWx99FMml4R,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,White or Caucasian,Some college,150000,English,
2022-02-10 10:27:05,2022-02-10 10:28:17,IP Address,72.33.2.117,100,71,True,2022-02-10 10:28:17,R_2R7CsxOSzd4qudC,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,150000,English,
2022-02-10 09:58:58,2022-02-10 10:45:29,IP Address,72.33.2.182,100,2791,True,2022-02-10 10:45:30,R_qQiN9sql7Cffx3X,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,Asian,High school graduate,53538,"English,Other",Taishanese
2022-02-10 10:47:38,2022-02-10 10:55:29,IP Address,72.33.2.42,100,471,True,2022-02-10 10:55:30,R_2SidAEBEXNYlVNs,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,Asian,High school graduate,50070,"English,Chinese",
2022-02-10 12:28:23,2022-02-10 12:34:22,IP Address,72.33.0.18,100,359,True,2022-02-10 12:34:23,R_2qqPvHwVgAXp1rE,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,101043,English,
