StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q4,Q5,Q6_1,Q7,Q7_8_TEXT
2021-12-14 09:53:35,2021-12-14 10:06:48,IP Address,72.33.2.126,100,793,True,2021-12-14 10:06:48,R_1g1R7QYfeQOHVjm,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,19,Multiple ethnicities,Some college,150000,English,
2021-12-14 10:11:45,2021-12-14 10:12:32,IP Address,72.33.2.25,100,46,True,2021-12-14 10:12:32,R_3nf8ZOyJ8e6Hrf6,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,,Hispanic or Latino,High school graduate,0,"English,Spanish",
2021-12-14 10:13:24,2021-12-14 10:23:11,IP Address,72.33.2.210,100,587,True,2021-12-14 10:23:12,R_1GxjkMPErP7HIzp,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,140070,English,
2021-12-14 11:05:32,2021-12-14 11:06:03,IP Address,72.33.2.210,100,31,True,2021-12-14 11:06:03,R_SBgUXhroD0pZKCt,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,133310,English,
2021-12-14 11:00:05,2021-12-14 11:09:37,IP Address,72.33.2.86,100,572,True,2021-12-14 11:09:37,R_3qX9Yc40mUnJcrm,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,White or Caucasian,High school graduate,120000,English,
2021-12-14 11:22:03,2021-12-14 11:22:35,IP Address,107.208.176.119,100,32,True,2021-12-14 11:22:35,R_12LxSqOZr3IyNKy,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30877,"English,Spanish",
2021-12-14 11:26:03,2021-12-14 11:31:41,IP Address,72.33.2.69,100,337,True,2021-12-14 11:31:42,R_25Sgd5jitV3k5zP,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,White or Caucasian,High school graduate,150000,English,
2021-12-14 11:32:21,2021-12-14 11:35:58,IP Address,72.33.2.50,100,217,True,2021-12-14 11:35:59,R_vSU7xV9o6cer1qp,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,18,White or Caucasian,High school graduate,0,English,
2021-12-14 11:36:45,2021-12-14 11:45:33,IP Address,72.33.0.157,100,528,True,2021-12-14 11:45:34,R_DJ0woIHYupmMi7T,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,20,White or Caucasian,Some college,121479,English,
2021-12-14 11:40:05,2021-12-14 11:46:21,IP Address,72.33.0.162,100,376,True,2021-12-14 11:46:22,R_2BxJqYTOx1TG2KC,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,Hispanic or Latino,Some college,150000,English,
2021-12-14 17:11:51,2021-12-14 17:12:16,IP Address,107.208.176.119,100,24,True,2021-12-14 17:12:16,R_3n1ayd22pn8hrOK,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30243,"English,Spanish",
2021-12-14 17:12:24,2021-12-14 17:12:50,Spam,107.208.176.119,100,26,True,2021-12-14 17:12:51,R_2uX09MLSeaRuWkG,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30243,"English,Spanish",
2021-12-14 17:22:28,2021-12-14 17:27:29,IP Address,72.33.2.206,100,300,True,2021-12-14 17:27:29,R_ahsxAZOc8O59FkJ,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,150000,English,
2021-12-14 17:20:12,2021-12-14 17:28:53,IP Address,72.33.0.129,100,521,True,2021-12-14 17:28:53,R_Wl2b2XwX9Ftf4Tn,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,0,English,
2021-12-14 17:21:37,2021-12-14 17:37:41,IP Address,72.33.2.220,100,963,True,2021-12-14 17:37:41,R_2wFxFqtZ0YxVHg0,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,Asian,Some college,139648,"English,Hindi,Other",Gujarati
2021-12-14 17:20:28,2021-12-14 17:42:10,IP Address,72.33.0.162,100,1302,True,2021-12-14 17:42:10,R_syVHHqOB0pOQy4h,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,Multiple ethnicities,High school graduate,120211,English,
2021-12-14 17:58:17,2021-12-14 17:58:44,IP Address,107.208.176.119,100,26,True,2021-12-14 17:58:44,R_2cki6tRwNM9VKuq,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30243,"English,Spanish",
2021-12-14 18:03:54,2021-12-14 18:05:50,IP Address,35.46.101.79,100,116,True,2021-12-14 18:05:51,R_2xFQdb250bjasjJ,,,,,42.262298583984375,-85.61479949951171875,anonymous,EN,I consent,Female,18,Hispanic or Latino,Some college,150000,English,
2021-12-14 18:06:52,2021-12-14 18:19:13,IP Address,72.33.2.46,100,740,True,2021-12-14 18:19:13,R_2t4NJEjm7YCVmpa,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,90000,English,
2021-12-14 18:09:30,2021-12-14 18:25:39,IP Address,72.33.2.66,100,969,True,2021-12-14 18:25:39,R_1ohwxAkeMEjIa0d,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,110070,English,
2021-12-14 18:12:58,2021-12-14 18:29:10,IP Address,72.33.2.86,100,972,True,2021-12-14 18:29:10,R_3FWgisihuK58IDf,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,Asian,Some college,120211,"English,Chinese",
2021-12-14 19:38:20,2021-12-14 19:41:46,IP Address,72.33.2.45,100,206,True,2021-12-14 19:41:46,R_2tycUo1bD0ZG41W,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,,White or Caucasian,Some college,122324,English,
2021-12-15 06:36:39,2021-12-15 06:37:02,IP Address,107.208.176.119,100,23,True,2021-12-15 06:37:03,R_2ePbvjkghhrq97v,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30454,"English,Spanish",
2021-12-15 07:31:09,2021-12-15 07:35:25,IP Address,107.204.178.143,100,255,True,2021-12-15 07:35:25,R_3O8LO7hdSqbHxnG,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,20,Asian,Some college,140493,"English,Chinese",
2021-12-15 07:44:03,2021-12-15 07:53:27,IP Address,68.72.201.168,100,563,True,2021-12-15 07:53:28,R_2q4s1drKoyJmXZF,,,,,42.864593505859375,-89.535400390625,anonymous,EN,I consent,Female,19,Hispanic or Latino,High school graduate,80493,"English,Spanish",
2021-12-15 08:32:52,2021-12-15 08:34:06,IP Address,72.33.2.229,100,73,True,2021-12-15 08:34:06,R_Y0llm6PnwaTaiMF,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,Asian,Some college,150000,English,
2021-12-15 08:41:32,2021-12-15 08:45:39,IP Address,72.33.2.46,100,246,True,2021-12-15 08:45:39,R_0VWbnOMfQEYMU7v,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,White or Caucasian,High school graduate,73521,English,
2021-12-15 08:46:22,2021-12-15 08:47:05,IP Address,72.33.0.119,100,43,True,2021-12-15 08:47:06,R_1jVsGZlEpjuMbLD,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,Hispanic or Latino,High school graduate,150000,English,
2021-12-15 08:47:11,2021-12-15 08:57:00,IP Address,72.33.0.119,100,589,True,2021-12-15 08:57:02,R_2TXbbkt7O8HhjOz,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,White or Caucasian,High school graduate,150000,English,
2021-12-15 09:20:22,2021-12-15 09:29:28,IP Address,72.33.0.27,100,546,True,2021-12-15 09:29:28,R_3nqNCntoQml5q5o,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,102887,English,
2021-12-15 09:37:03,2021-12-15 09:52:08,IP Address,72.33.0.82,100,905,True,2021-12-15 09:52:08,R_2S18dIeVf5QFYNA,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,Asian,High school graduate,0,English,
2021-12-15 09:43:22,2021-12-15 09:53:30,IP Address,72.33.2.227,100,608,True,2021-12-15 09:53:31,R_1MKihCngVF0oHnd,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,29,White or Caucasian,4 year degree,50070,English,
2021-12-15 10:07:55,2021-12-15 10:14:55,IP Address,72.33.2.247,100,419,True,2021-12-15 10:14:55,R_2cj6e3xwOdqRq3Z,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,White or Caucasian,High school graduate,150000,English,
2021-12-15 10:21:18,2021-12-15 10:21:41,IP Address,107.208.176.119,100,23,True,2021-12-15 10:21:41,R_3oyy6MToZfsj6ca,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30665,"English,Spanish",
2021-12-15 11:27:15,2021-12-15 11:34:15,IP Address,72.33.2.187,100,420,True,2021-12-15 11:34:15,R_C8rPcK3pgX3nCKt,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,High school graduate,120423,English,
2021-12-15 11:33:31,2021-12-15 11:39:25,IP Address,72.33.2.36,100,353,True,2021-12-15 11:39:26,R_3kzwNbjRCn6S8ys,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,113873,English,
2021-12-15 11:35:18,2021-12-15 11:41:01,IP Address,72.33.2.187,100,343,True,2021-12-15 11:41:01,R_1GNzIFBr1gFX48q,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,High school graduate,121690,English,
2021-12-15 11:55:11,2021-12-15 11:58:42,IP Address,72.33.2.65,100,211,True,2021-12-15 11:58:42,R_1puICpXV2g2Pfu6,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,0,"English,Other",Ukrainian
2021-12-15 12:04:47,2021-12-15 12:16:03,IP Address,72.33.2.11,100,675,True,2021-12-15 12:16:03,R_3F563FtSzljGkBX,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,Multiple ethnicities,Some college,131408,English,
2021-12-15 12:40:41,2021-12-15 12:41:03,IP Address,107.208.176.119,100,22,True,2021-12-15 12:41:03,R_2YqWUwGXfqzvUaD,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30032,"English,Spanish",
2021-12-15 12:44:57,2021-12-15 12:55:13,IP Address,72.33.2.146,100,615,True,2021-12-15 12:55:13,R_3feC6pF9eMOY2Cu,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,100141,English,
2021-12-15 12:44:02,2021-12-15 12:56:15,IP Address,72.33.2.247,100,732,True,2021-12-15 12:56:15,R_3HviOGx5UYxDgNo,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,99930,English,
2021-12-15 12:59:16,2021-12-15 13:00:21,IP Address,72.33.2.97,100,64,True,2021-12-15 13:00:21,R_6GwjDRoFqFFZU8p,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,White or Caucasian,High school graduate,102042,English,
2021-12-15 12:48:40,2021-12-15 13:01:02,IP Address,72.33.2.71,100,742,True,2021-12-15 13:01:03,R_3khrcPRBqleQEwT,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,107535,English,
2021-12-15 13:01:17,2021-12-15 13:01:34,IP Address,72.33.2.97,100,17,True,2021-12-15 13:01:34,R_C1dF9Q5LbsTyhRT,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,20,White or Caucasian,High school graduate,54930,English,
2021-12-15 12:57:10,2021-12-15 13:07:33,Spam,72.33.2.247,100,623,True,2021-12-15 13:07:33,R_RzATlqtSzzcIli1,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,18,White or Caucasian,Some college,99930,English,
2021-12-15 13:24:20,2021-12-15 13:34:45,IP Address,72.33.2.192,100,625,True,2021-12-15 13:34:45,R_10MeJzvm9y6IE8i,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,Some college,100563,English,
2021-12-15 13:56:53,2021-12-15 13:57:15,IP Address,107.208.176.119,100,22,True,2021-12-15 13:57:15,R_3CTt8sATB6cPkQU,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30454,"English,Spanish",
2021-12-15 14:08:51,2021-12-15 14:14:48,IP Address,172.56.12.143,100,356,True,2021-12-15 14:14:48,R_2wHnFXzyuynQl2K,,,,,38.577392578125,-90.6708984375,anonymous,EN,I consent,Female,18,Hispanic or Latino,Some college,31901,"English,Spanish",
2021-12-15 14:09:58,2021-12-15 14:19:00,IP Address,50.93.222.101,100,541,True,2021-12-15 14:19:00,R_3OfghL9TnS93QMO,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,20,White or Caucasian,Some college,150000,"English,Spanish",
2021-12-15 14:12:31,2021-12-15 14:23:03,IP Address,72.33.2.215,100,631,True,2021-12-15 14:23:03,R_3Dts2UdubinHszo,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,Hispanic or Latino,Some college,140070,English,
2021-12-15 13:17:09,2021-12-15 14:26:18,IP Address,72.33.2.242,100,4149,True,2021-12-15 14:26:19,R_30kPxOfHn6UlTfe,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,150000,English,
2021-12-15 14:36:22,2021-12-15 14:38:10,IP Address,108.69.65.213,100,107,True,2021-12-15 14:38:10,R_2uyM8EJ1ZUw1eCY,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,150000,English,
2021-12-15 14:28:34,2021-12-15 14:41:43,IP Address,72.33.2.60,100,788,True,2021-12-15 14:41:44,R_3po5ddZvjLDGpMm,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,White or Caucasian,Some college,150000,English,
2021-12-15 15:30:47,2021-12-15 15:43:26,IP Address,72.33.2.138,100,759,True,2021-12-15 15:43:26,R_egkQy5RSdG2JLwZ,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,,Multiple ethnicities,High school graduate,100141,English,
2021-12-15 15:50:53,2021-12-15 15:51:16,IP Address,107.208.176.119,100,23,True,2021-12-15 15:51:16,R_2uOQI003wZ5Vwat,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,29820,"English,Spanish",
2021-12-15 15:58:28,2021-12-15 16:11:27,Spam,72.33.2.138,100,779,True,2021-12-15 16:11:27,R_1dt233o4CjdFHRK,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,,Multiple ethnicities,High school graduate,100141,English,
2021-12-15 16:18:13,2021-12-15 16:23:11,IP Address,153.33.9.23,100,298,True,2021-12-15 16:23:11,R_3oR4TFaeumXFjo4,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,,White or Caucasian,Some college,108169,English,
2021-12-15 16:18:14,2021-12-15 16:25:55,IP Address,174.204.5.228,100,461,True,2021-12-15 16:25:55,R_8hKMXmgTCHY6ikx,,,,,40.7592010498046875,-111.8874969482421875,anonymous,EN,I consent,Female,,White or Caucasian,Some college,150000,English,
2021-12-15 16:18:38,2021-12-15 16:26:25,IP Address,72.33.2.98,100,467,True,2021-12-15 16:26:25,R_10UydVPWH9Gi5Sc,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Male,19,White or Caucasian,High school graduate,110282,"English,Spanish",
2021-12-15 16:27:04,2021-12-15 16:36:54,IP Address,24.183.35.20,100,590,True,2021-12-15 16:36:54,R_2bH4reAgLldrFJW,,,,,43.0334014892578125,-89.451202392578125,anonymous,EN,I consent,Female,20,White or Caucasian,Some college,100141,English,
2021-12-15 17:07:05,2021-12-15 17:24:31,IP Address,72.33.2.30,100,1046,True,2021-12-15 17:24:32,R_1jOfTOFjMBjjhr2,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,19,White or Caucasian,High school graduate,135211,English,
2021-12-15 17:19:40,2021-12-15 17:29:16,Spam,153.33.9.124,100,575,True,2021-12-15 17:29:16,R_12MeuRZqcudLSQT,,,,,43.081207275390625,-89.38449859619140625,anonymous,EN,I consent,Female,18,White or Caucasian,Some college,150000,English,
2021-12-15 17:12:56,2021-12-15 17:39:39,Spam,72.33.2.47,100,1602,True,2021-12-15 17:39:39,R_sjwNkunRU3yeUrT,,,,,43.0782012939453125,-89.407501220703125,anonymous,EN,I consent,Female,,Asian,Some college,150000,English,
2021-12-16 06:29:29,2021-12-16 06:29:54,IP Address,107.208.176.119,100,24,True,2021-12-16 06:29:54,R_8wPULXOm7BQ8XXr,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30665,"English,Spanish",
