StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q4,Q5,Q6_1,Q7,Q7_8_TEXT,random
2021-12-29 09:17:40,2021-12-29 09:18:51,IP Address,154.13.56.157,100,71,True,2021-12-29 09:18:51,R_3NXoKxZu86c5lku,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,48,White or Caucasian,Master's degree,40563,English,,1092
2021-12-29 09:17:14,2021-12-29 09:21:48,IP Address,74.122.57.171,100,273,True,2021-12-29 09:21:48,R_3prmAMdmW2qPJOH,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,I consent,Male,61,White or Caucasian,4 year degree,39296,English,,4130
2021-12-29 09:25:53,2021-12-29 09:35:38,IP Address,196.17.65.125,100,585,True,2021-12-29 09:35:39,R_02jOQrHE54Iky09,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I consent,Male,30,White or Caucasian,4 year degree,65070,English,,3091
2021-12-29 09:36:39,2021-12-29 09:43:36,IP Address,208.195.27.4,100,416,True,2021-12-29 09:43:36,R_2wMu2S2YfWGemjl,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,31,White or Caucasian,4 year degree,68662,English,,9665
2021-12-29 09:58:58,2021-12-29 10:06:08,IP Address,35.142.203.249,100,430,True,2021-12-29 10:06:09,R_3fDbAJzdyTwzoAQ,,,,,28.0973052978515625,-82.700103759765625,anonymous,EN,I consent,Female,34,White or Caucasian,4 year degree,100143,English,,6379
2021-12-29 10:00:45,2021-12-29 10:08:34,IP Address,108.41.207.179,100,468,True,2021-12-29 10:08:34,R_31t4j3Qy6pfu2hN,,,,,40.724395751953125,-73.64839935302734375,anonymous,EN,I consent,Female,29,White or Caucasian,4 year degree,150000,"English,Other",Japanese,8030
2021-12-29 10:31:19,2021-12-29 10:32:26,IP Address,207.228.62.165,100,67,True,2021-12-29 10:32:26,R_UhdqisaXIJJ797z,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Male,37,White or Caucasian,Professional degree,91690,English,,5029
2021-12-29 10:32:40,2021-12-29 10:38:04,IP Address,207.228.62.165,100,324,True,2021-12-29 10:38:05,R_ufcK2utpaaLnSYp,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Male,37,White or Caucasian,Professional degree,90845,English,,1939
2021-12-29 11:15:40,2021-12-29 11:18:57,IP Address,76.88.146.5,100,196,True,2021-12-29 11:18:57,R_1FhaArOpXUJRALr,,,,,21.332794189453125,-158.018096923828125,anonymous,EN,I consent,Male,32,Asian,4 year degree,43521,English,,6779
2021-12-29 11:10:50,2021-12-29 11:20:52,IP Address,172.82.128.217,100,602,True,2021-12-29 11:20:52,R_1FntdEzM5NploVC,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Male,54,White or Caucasian,Master's degree,60211,English,,7571
2021-12-29 11:49:35,2021-12-29 11:50:17,IP Address,107.208.176.119,100,41,True,2021-12-29 11:50:17,R_3FKW3zjplnpxvCH,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,31299,"English,Spanish",,3874
2021-12-29 11:50:42,2021-12-29 11:51:30,IP Address,107.208.176.119,100,48,True,2021-12-29 11:51:30,R_2EiV0iFwXq5ExW2,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30454,"English,Spanish",,2383
2021-12-29 12:06:57,2021-12-29 12:11:49,IP Address,75.150.145.105,100,292,True,2021-12-29 12:11:50,R_VXbKC3I43GBsv05,,,,,39.9597015380859375,-75.19950103759765625,anonymous,EN,I consent,Female,46,Black or African American,4 year degree,90000,English,,6139
2021-12-29 12:12:23,2021-12-29 12:17:24,IP Address,23.240.252.140,100,301,True,2021-12-29 12:17:24,R_3e53fzaycxrdC6V,,,,,34.1027069091796875,-118.2230987548828125,anonymous,EN,I consent,Female,28,Asian,4 year degree,3169,English,,3305
2021-12-29 12:07:34,2021-12-29 12:19:02,IP Address,216.250.250.228,100,688,True,2021-12-29 12:19:02,R_33qb1KxBSuSE6et,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Female,47,White or Caucasian,4 year degree,24507,English,,6806
2021-12-29 13:34:23,2021-12-29 13:42:29,IP Address,104.188.190.151,100,485,True,2021-12-29 13:42:29,R_28GLUFf8QnRWMI2,,,,,28.529998779296875,-81.4806976318359375,anonymous,EN,I consent,Female,31,Asian,Master's degree,29746,"English,Other",Vietnamese,1281
2021-12-29 14:05:34,2021-12-29 14:12:48,IP Address,172.56.27.95,100,433,True,2021-12-29 14:12:48,R_2QMKPEZHxCkDCfa,,,,,27.9875030517578125,-82.4582977294921875,anonymous,EN,I consent,Male,31,Hispanic or Latino,Some college,73521,English,,6755
2021-12-29 15:25:06,2021-12-29 15:33:13,IP Address,75.109.1.162,100,486,True,2021-12-29 15:33:13,R_2AXWc5KMss6VgFe,,,,,38.40960693359375,-81.6746978759765625,anonymous,EN,I consent,Female,43,White or Caucasian,High school graduate,0,English,,3732
2021-12-29 16:38:05,2021-12-29 16:44:14,IP Address,68.50.195.76,100,369,True,2021-12-29 16:44:15,R_2c28ppByRhqQGhQ,,,,,40.44439697265625,-86.92559814453125,anonymous,EN,I consent,Female,36,White or Caucasian,Doctorate,135423,English,,9004
2021-12-29 16:46:49,2021-12-29 16:52:48,IP Address,50.105.84.233,100,359,True,2021-12-29 16:52:48,R_3sBPIDDMiyMpCxR,,,,,44.664794921875,-84.13939666748046875,anonymous,EN,I consent,Male,36,White or Caucasian,Some college,58521,English,,5216
2021-12-29 22:11:28,2021-12-29 22:17:19,IP Address,154.13.56.157,100,351,True,2021-12-29 22:17:20,R_3OrhvlK5tEEznpS,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,48,White or Caucasian,Master's degree,70563,English,,7161
2021-12-29 22:13:46,2021-12-29 22:27:22,IP Address,136.175.195.40,100,815,True,2021-12-29 22:27:22,R_yUCQVtdLQ0lA5b3,,,,,36.837493896484375,-76.09760284423828125,anonymous,EN,I consent,Male,48,White or Caucasian,Master's degree,122535,English,,8560
2021-12-30 07:29:40,2021-12-30 07:30:04,IP Address,107.208.176.119,100,24,True,2021-12-30 07:30:05,R_1kLd242y81aGryO,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30423,"English,Spanish",,4480
2021-12-30 07:31:56,2021-12-30 07:41:45,IP Address,208.195.21.67,100,588,True,2021-12-30 07:41:45,R_2upkSRChYVnKj17,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,24,White or Caucasian,Master's degree,39085,English,,4191
2021-12-30 07:36:14,2021-12-30 07:42:47,IP Address,208.203.208.73,100,392,True,2021-12-30 07:42:47,R_25Re6lWVhG7QESe,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,I consent,Male,40,White or Caucasian,4 year degree,55141,English,,4358
2021-12-30 07:39:11,2021-12-30 07:44:12,IP Address,148.75.34.40,100,301,True,2021-12-30 07:44:13,R_2YyTnw9AlS0gzNA,,,,,40.792999267578125,-74.02469635009765625,anonymous,EN,I consent,Male,37,Hispanic or Latino,Some college,84718,"English,Spanish",,9717
2021-12-30 07:46:35,2021-12-30 07:53:11,IP Address,76.86.236.35,100,395,True,2021-12-30 07:53:11,R_3ly22r90ySepagG,,,,,34.12109375,-117.4362030029296875,anonymous,EN,I consent,Male,33,White or Caucasian,4 year degree,90965,English,,3232
2021-12-30 07:45:49,2021-12-30 07:56:26,IP Address,24.239.85.163,100,637,True,2021-12-30 07:56:26,R_Xvr5gT2AcN5oSBP,,,,,41.0995941162109375,-80.75229644775390625,anonymous,EN,I consent,Female,39,White or Caucasian,4 year degree,60000,English,,4377
2021-12-30 08:27:46,2021-12-30 09:34:35,IP Address,63.155.7.183,100,4008,True,2021-12-30 09:34:35,R_Rnu8ZLCJ3tcjqy5,,,,,44.0644989013671875,-123.1461029052734375,anonymous,EN,I consent,Female,58,White or Caucasian,4 year degree,17113,English,,9983
2021-12-30 09:32:39,2021-12-30 09:41:42,IP Address,208.203.208.180,100,542,True,2021-12-30 09:41:42,R_25LvkX2uvxsUB8E,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,I consent,Male,27,White or Caucasian,4 year degree,75634,"English,Spanish",,2131
2021-12-30 09:50:37,2021-12-30 09:56:44,IP Address,71.214.213.102,100,367,True,2021-12-30 09:56:45,R_UyeQWZ8DIbvIjPr,,,,,28.800994873046875,-81.73400115966796875,anonymous,EN,I consent,Male,24,Hispanic or Latino,2 year degree,44155,English,,7879
2021-12-30 09:43:45,2021-12-30 10:02:34,IP Address,63.75.244.66,100,1128,True,2021-12-30 10:02:34,R_29tCqj9b9uc9FLg,,,,,43.4322967529296875,-124.213104248046875,anonymous,EN,I consent,Male,63,White or Caucasian,4 year degree,47535,English,,6130
2021-12-30 09:31:52,2021-12-30 10:06:23,IP Address,216.250.249.195,100,2071,True,2021-12-30 10:06:23,R_2tnZ6i3gjNO7LL9,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Male,40,White or Caucasian,Master's degree,99085,English,,1351
2021-12-30 10:07:02,2021-12-30 10:34:52,IP Address,216.250.249.195,100,1669,True,2021-12-30 10:34:52,R_dbNTBk87CSigaid,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,I consent,Male,40,White or Caucasian,Master's degree,78380,English,,9383
2021-12-30 10:58:24,2021-12-30 11:03:13,IP Address,76.115.45.184,100,288,True,2021-12-30 11:03:13,R_78aq67kGL1VbCZX,,,,,44.6553955078125,-123.1349945068359375,anonymous,EN,I consent,Male,35,White or Caucasian,4 year degree,90634,English,,9499
2021-12-30 12:07:57,2021-12-30 12:08:21,IP Address,107.208.176.119,100,23,True,2021-12-30 12:08:21,R_2VJZDqd9ksdLIsW,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30211,"English,Spanish",,4295
2021-12-30 12:10:57,2021-12-30 12:16:19,IP Address,67.166.154.196,100,321,True,2021-12-30 12:16:19,R_2Pigj6tMMJWRAQ5,,,,,37.697601318359375,-121.036895751953125,anonymous,EN,I consent,Male,35,White or Caucasian,High school graduate,17113,English,,8359
2021-12-30 12:10:04,2021-12-30 12:17:26,IP Address,68.199.25.179,100,441,True,2021-12-30 12:17:26,R_2TsAdxIq6mxlS6G,,,,,40.6678924560546875,-74.1177978515625,anonymous,EN,I consent,Male,66,White or Caucasian,Some college,35282,English,,8593
2021-12-30 12:10:30,2021-12-30 12:31:27,IP Address,76.87.94.61,100,1256,True,2021-12-30 12:31:27,R_10UCrVGIfKlY6Ck,,,,,33.95550537109375,-118.2863006591796875,anonymous,EN,I consent,Female,32,White or Caucasian,4 year degree,50282,English,,3514
2021-12-30 12:40:26,2021-12-30 12:45:51,IP Address,75.176.120.196,100,325,True,2021-12-30 12:45:52,R_4HfYKhLoxNc5oul,,,,,33.973907470703125,-81.2344970703125,anonymous,EN,I consent,Male,27,Asian,4 year degree,35070,English,,6089
2021-12-30 12:40:32,2021-12-30 12:47:57,IP Address,208.203.208.246,100,445,True,2021-12-30 12:47:58,R_3k0oDhYGC8B2TWw,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,I consent,Female,39,White or Caucasian,4 year degree,76901,English,,2998
2021-12-30 12:43:15,2021-12-30 12:50:20,IP Address,70.241.116.94,100,425,True,2021-12-30 12:50:21,R_1KuSCjt0PpUEWti,,,,,29.5980987548828125,-95.114501953125,anonymous,EN,I consent,Female,51,Multiple ethnicities,4 year degree,17958,English,,7614
2021-12-30 12:50:19,2021-12-30 12:57:40,IP Address,24.125.13.59,100,440,True,2021-12-30 12:57:40,R_zTODedEg5zY0MJH,,,,,33.6139068603515625,-84.06569671630859375,anonymous,EN,I consent,Male,34,White or Caucasian,4 year degree,75423,English,,6786
2021-12-30 12:20:52,2021-12-30 13:01:07,IP Address,96.11.217.118,100,2415,True,2021-12-30 13:01:07,R_2ZUDUjuSIJKSEkH,,,,,38.0052032470703125,-84.42299652099609375,anonymous,EN,I consent,Female,44,White or Caucasian,2 year degree,70352,English,,2995
2021-12-30 12:57:22,2021-12-30 13:01:32,IP Address,163.123.223.232,100,250,True,2021-12-30 13:01:32,R_3lxhEo0BuAQWGda,,,,,39.3361053466796875,-76.53890228271484375,anonymous,EN,I consent,Male,32,White or Caucasian,Master's degree,133310,English,,7788
2021-12-30 13:14:44,2021-12-30 13:17:51,IP Address,66.118.5.32,100,186,True,2021-12-30 13:17:51,R_NXO8RuvPzs0lMQ1,,,,,42.75140380859375,-71.5785980224609375,anonymous,EN,I consent,Male,64,White or Caucasian,2 year degree,110915,English,,6651
2021-12-30 13:12:46,2021-12-30 13:21:36,IP Address,185.169.254.229,100,530,True,2021-12-30 13:21:36,R_117V0ST0O2v71Kr,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,I consent,Male,31,Multiple ethnicities,4 year degree,113620,English,,5407
2021-12-30 13:59:23,2021-12-30 13:59:48,IP Address,107.208.176.119,100,25,True,2021-12-30 13:59:48,R_2S0uNPAyvj3TqPB,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30423,"English,Spanish",,3159
2021-12-30 14:02:10,2021-12-30 14:07:20,IP Address,75.173.66.220,100,310,True,2021-12-30 14:07:21,R_3gLBVWuKBrizgp5,,,,,30.388397216796875,-92.0933990478515625,anonymous,EN,I consent,Male,33,White or Caucasian,High school graduate,75211,English,,7906
2021-12-30 14:00:51,2021-12-30 14:11:14,IP Address,68.205.16.124,100,623,True,2021-12-30 14:11:14,R_2Ce9v7x68hPWOlS,,,,,28.0608062744140625,-80.67220306396484375,anonymous,EN,I consent,Male,29,White or Caucasian,2 year degree,40775,English,,4260
2021-12-30 14:10:16,2021-12-30 14:18:49,IP Address,66.187.8.51,100,512,True,2021-12-30 14:18:49,R_234r5Be348GwBBS,,,,,36.837493896484375,-76.09760284423828125,anonymous,EN,I consent,Female,40,Black or African American,4 year degree,76690,"English,Spanish",,5381
2021-12-30 14:06:29,2021-12-30 14:22:00,IP Address,172.100.99.193,100,930,True,2021-12-30 14:22:00,R_1gp9btwoVMVcG8z,,,,,42.67010498046875,-73.77539825439453125,anonymous,EN,I consent,Female,33,Black or African American,Master's degree,67183,English,,5327
2021-12-30 14:19:51,2021-12-30 14:29:03,IP Address,66.29.197.188,100,552,True,2021-12-30 14:29:03,R_3I4QPDkUQmJZugL,,,,,27.772796630859375,-82.63790130615234375,anonymous,EN,I consent,Female,66,White or Caucasian,4 year degree,45423,English,,1255
2021-12-30 14:43:37,2021-12-30 14:53:30,IP Address,67.172.52.203,100,593,True,2021-12-30 14:53:30,R_UFUz5D47od0i3kZ,,,,,41.4355010986328125,-79.690399169921875,anonymous,EN,I consent,Male,34,White or Caucasian,4 year degree,10352,English,,1425
2021-12-30 14:59:19,2021-12-30 15:07:24,IP Address,173.26.9.18,100,485,True,2021-12-30 15:07:25,R_yWvJVOgxR2yY7iV,,,,,41.2158050537109375,-86.77700042724609375,anonymous,EN,I consent,Male,39,White or Caucasian,Less than high school,9930,English,,9741
2021-12-30 15:31:04,2021-12-30 15:38:09,IP Address,68.129.25.240,100,425,True,2021-12-30 15:38:09,R_3Dd7aI39Ylsim0l,,,,,40.7135009765625,-73.3545989990234375,anonymous,EN,I consent,Female,31,White or Caucasian,4 year degree,42676,English,,9100
2021-12-30 19:26:27,2021-12-30 19:36:13,IP Address,100.34.214.126,100,585,True,2021-12-30 19:36:13,R_cHJ6NMqvwaI6YvL,,,,,40.0442962646484375,-75.6472015380859375,anonymous,EN,I consent,Male,26,Multiple ethnicities,4 year degree,150000,English,,8164
2021-12-30 23:21:41,2021-12-30 23:29:36,IP Address,69.80.83.208,100,475,True,2021-12-30 23:29:36,R_2CdKU7tehThfPNt,,,,,33.9416046142578125,-80.3202972412109375,anonymous,EN,I consent,Female,39,Prefer not to say,Less than high school,12042,English,,6531
2021-12-31 07:13:47,2021-12-31 07:14:14,IP Address,107.208.176.119,100,26,True,2021-12-31 07:14:14,R_2triawH9Sq3Lstb,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30423,"English,Spanish",,4252
2021-12-31 07:30:07,2021-12-31 07:31:31,IP Address,72.22.37.38,100,83,True,2021-12-31 07:31:31,R_2Wx9ugssYl2kDVX,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,I consent,Male,35,White or Caucasian,4 year degree,62324,English,,5094
2021-12-31 07:30:59,2021-12-31 07:32:08,IP Address,107.141.219.114,100,68,True,2021-12-31 07:32:08,R_cGfarfk0Bn3j3Pj,,,,,29.8834075927734375,-95.45529937744140625,anonymous,EN,I consent,Female,30,White or Caucasian,4 year degree,87887,English,,3383
2021-12-31 07:29:37,2021-12-31 07:36:21,IP Address,24.7.216.74,100,403,True,2021-12-31 07:36:21,R_C2YdxVihL9qEAut,,,,,45.1504058837890625,-93.14800262451171875,anonymous,EN,I consent,Male,32,White or Caucasian,Some college,80282,English,,5676
2021-12-31 07:31:06,2021-12-31 07:42:12,IP Address,174.246.195.91,100,665,True,2021-12-31 07:42:12,R_2TMgOVHLc0WhJzH,,,,,32.779693603515625,-96.8022003173828125,anonymous,EN,I consent,Female,67,White or Caucasian,Some college,21127,English,,6734
2021-12-31 07:29:48,2021-12-31 07:46:51,IP Address,74.122.59.239,100,1022,True,2021-12-31 07:46:51,R_268xgty8ZMyszJw,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,I consent,Female,51,White or Caucasian,4 year degree,45634,English,,6606
2021-12-31 07:35:20,2021-12-31 07:47:35,IP Address,45.41.224.94,100,735,True,2021-12-31 07:47:35,R_3h4S3doNeDD7MbL,,,,,36.038299560546875,-115.14459991455078125,anonymous,EN,I consent,Male,36,White or Caucasian,4 year degree,38873,English,,9217
2021-12-31 07:30:41,2021-12-31 07:50:10,IP Address,163.123.221.202,100,1169,True,2021-12-31 07:50:11,R_12tetpNxtp9m8Dp,,,,,39.3361053466796875,-76.53890228271484375,anonymous,EN,I consent,Male,28,American Indian or Alaska Native,4 year degree,26155,English,,4575
2021-12-31 07:41:56,2021-12-31 07:52:39,IP Address,154.13.49.139,100,643,True,2021-12-31 07:52:39,R_1Lv9JBoyvQhsCrB,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,25,White or Caucasian,Master's degree,,English,,6383
2021-12-31 07:44:09,2021-12-31 07:59:45,IP Address,45.90.222.158,100,935,True,2021-12-31 07:59:45,R_W1hePAg7ysHLYUV,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,I consent,Female,30,White or Caucasian,Professional degree,50282,English,,4888
2021-12-31 10:22:07,2021-12-31 10:34:38,IP Address,73.142.91.123,100,751,True,2021-12-31 10:34:39,R_SN7LoCYbafFC7IJ,,,,,41.4568023681640625,-72.82450103759765625,anonymous,EN,I consent,Female,34,Hispanic or Latino,Some college,31479,English,,1355
2021-12-31 11:08:33,2021-12-31 11:09:15,IP Address,107.208.176.119,100,42,True,2021-12-31 11:09:16,R_32PBI6DKGqJOjVc,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,I consent,Non-binary / third gender,33,Hispanic or Latino,Master's degree,30423,"English,Spanish",,5587
2021-12-31 11:15:39,2021-12-31 11:17:15,IP Address,202.182.66.65,100,96,True,2021-12-31 11:17:15,R_1rp117165qJRy4w,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Male,41,White or Caucasian,4 year degree,24718,English,,6580
2021-12-31 11:11:25,2021-12-31 11:21:05,IP Address,208.195.19.116,100,580,True,2021-12-31 11:21:05,R_2v1fxUH6d9Ogwqa,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,27,White or Caucasian,4 year degree,38873,English,,8943
2021-12-31 11:13:14,2021-12-31 11:43:24,IP Address,68.51.112.89,100,1809,True,2021-12-31 11:43:24,R_xbH5ZSsJKBFLYcx,,,,,39.2317962646484375,-85.888397216796875,anonymous,EN,I consent,Female,43,Asian,4 year degree,49225,"English,Other",Tamil,4150
2021-12-31 11:35:20,2021-12-31 11:44:35,IP Address,206.54.198.154,100,555,True,2021-12-31 11:44:36,R_UcmlWhIEzTWSgql,,,,,29.5720062255859375,-95.54000091552734375,anonymous,EN,I consent,Female,31,White or Caucasian,2 year degree,32746,English,,3381
2021-12-31 11:23:50,2021-12-31 11:52:43,IP Address,67.180.106.232,100,1733,True,2021-12-31 11:52:43,R_cO63T1pqG4ALCW5,,,,,37.212493896484375,-121.864105224609375,anonymous,EN,I consent,Male,42,White or Caucasian,4 year degree,140915,English,,4111
2021-12-31 12:09:00,2021-12-31 12:09:43,IP Address,67.7.27.221,100,42,True,2021-12-31 12:09:43,R_AbXM5moUDX1fQI1,,,,,32.189605712890625,-95.84429931640625,anonymous,EN,I consent,Male,62,White or Caucasian,Some college,69296,English,,6353
2021-12-31 11:29:19,2021-12-31 12:13:43,IP Address,47.227.32.205,100,2664,True,2021-12-31 12:13:44,R_4SdnkUREDUz4Tbr,,,,,40.5742950439453125,-85.674102783203125,anonymous,EN,I consent,Female,62,White or Caucasian,4 year degree,60000,English,,1299
2021-12-31 13:19:02,2021-12-31 13:25:17,IP Address,72.255.195.140,100,374,True,2021-12-31 13:25:17,R_1Lkuf8zz1HjOqmJ,,,,,34.6519012451171875,-84.3583984375,anonymous,EN,I consent,Male,29,White or Caucasian,Some college,39085,English,,4571
2021-12-31 13:26:10,2021-12-31 13:33:15,IP Address,208.195.19.137,100,424,True,2021-12-31 13:33:15,R_2rCp2lpvAO44KU7,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I consent,Female,38,White or Caucasian,4 year degree,50493,English,,2632
