felicidad,neutral,incertidumbre,sorpresa,enfado,miedo,tristeza,asco,photo_id,ethnicity,sex,age,label,url,photoId
0.15625,0.0,0.09375,0.0,0.03125,0.0,0.03125,0.28125,Q58.1,bipoc,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6x0zlBArY56cHem, Q58.1
0.0,0.40625,0.15625,0.0,0.0625,0.0625,0.25,0.03125,Q59.1,bipoc,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9BqHT20xS13gotg, Q59.1
0.125,0.03125,0.125,0.0,0.03125,0.0,0.0,0.0,Q60.1,bipoc,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8feaAnE3DavOGFg, Q60.1
0.25,0.4375,0.0625,0.03125,0.03125,0.0,0.0,0.0,Q61.1,bipoc,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0v92GxoJl7KL9HM, Q61.1
0.0,0.03125,0.15625,0.0,0.4375,0.0,0.03125,0.125,Q62.1,white,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88R1RMz4mseoRkW, Q62.1
0.09375,0.0625,0.125,0.0,0.21875,0.0,0.25,0.0,Q63.1,white,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8jkP8HhjPXmgNPE, Q63.1
0.0,0.0,0.53125,0.21875,0.0,0.03125,0.0,0.0625,Q64.1,white,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_81e4y8XbeDW4Ew6, Q64.1
0.0,0.03125,0.34375,0.28125,0.0,0.0,0.0,0.0,Q65.1,white,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6lfDwHho7YysGIS, Q65.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q66.1,,,,attention,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHKuEbEutfv7zuu, Q66.1
0.0,0.09375,0.0,0.0,0.78125,0.0,0.09375,0.0,Q67.1,bipoc,female,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6J5KVNyTENDNC4K, Q67.1
0.0,0.21875,0.03125,0.0625,0.53125,0.0,0.0625,0.0,Q68.1,bipoc,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ehdQVRQn8kI6rNI, Q68.1
0.0,0.4375,0.0625,0.0,0.375,0.0,0.03125,0.0625,Q69.1,bipoc,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4OulgTPxBAgu0Qu, Q69.1
0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.03125,Q70.1,bipoc,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_82jdttMjk3552E6, Q70.1
0.0,0.0,0.0625,0.0,0.90625,0.0,0.0,0.0,Q71.1,white,female,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b1KYrTe9d0HebfU, Q71.1
0.0,0.0,0.125,0.0,0.6875,0.0,0.125,0.0,Q72.1,white,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3QtW28KFGllSVBI, Q72.1
0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.0,Q73.1,white,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eb7s42ZIPiC9Z66, Q73.1
0.0,0.0,0.03125,0.0,0.9375,0.0,0.0,0.0,Q74.1,white,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dhTzFnZMWrTfBGK, Q74.1
0.0,0.0,0.09375,0.0,0.0625,0.125,0.0625,0.59375,Q75.1,bipoc,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0kOdQHclITzXgIC, Q75.1
0.0,0.125,0.5,0.0625,0.03125,0.0625,0.0,0.09375,Q76.1,bipoc,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e9BJyTeFPLQ7ZUq, Q76.1
0.0,0.0,0.0625,0.0,0.21875,0.03125,0.0,0.46875,Q77.1,bipoc,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1Zx26VAbwv9uFFQ, Q77.1
0.0,0.0,0.03125,0.0,0.46875,0.0,0.0,0.5,Q78.1,bipoc,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bjzYq2UEKkXH7aC, Q78.1
0.0,0.0,0.03125,0.0,0.0,0.03125,0.21875,0.65625,Q79.1,white,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5hkOSrFORUoHopM, Q79.1
0.03125,0.0,0.09375,0.0,0.28125,0.03125,0.0,0.40625,Q80.1,white,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_244QOC2to2Jetca, Q80.1
0.0,0.0,0.0,0.0,0.0,0.0,0.21875,0.78125,Q81.1,white,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7aEgC4sWsfM5I5E, Q81.1
0.0,0.03125,0.03125,0.0,0.4375,0.0,0.0,0.5,Q82.1,white,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7P182C9dn0ypgtE, Q82.1
0.0,0.03125,0.0625,0.0,0.0,0.625,0.28125,0.0,Q83.1,bipoc,female,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9tzXvOnfZ589gH4, Q83.1
0.03125,0.0,0.0,0.0,0.0,0.15625,0.75,0.0625,Q84.1,bipoc,female,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0BVeUJelcjahWwC, Q84.1
0.0,0.0,0.125,0.3125,0.0,0.5,0.03125,0.03125,Q85.1,bipoc,male,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e3vAzbw1fMlXZyu, Q85.1
0.0,0.21875,0.3125,0.21875,0.125,0.03125,0.03125,0.03125,Q86.1,bipoc,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byJrSqTzp3ZhZ9Y, Q86.1
0.03125,0.0,0.03125,0.46875,0.1875,0.28125,0.0,0.0,Q87.1,white,female,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5AWayt9Py1ZQmUe, Q87.1
0.0,0.0,0.0,0.9375,0.0,0.03125,0.0,0.03125,Q88.1,white,female,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_40G6uAIeohgXMGi, Q88.1
0.0,0.03125,0.375,0.0,0.0,0.25,0.21875,0.09375,Q89.1,white,male,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9WR2cEWgwYWx7sa, Q89.1
0.03125,0.0625,0.0625,0.0625,0.03125,0.125,0.625,0.0,Q90.1,white,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0AKqpsdouereE5M, Q90.1
0.96875,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,Q91.1,bipoc,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0xPTvIpG1sPU3QO, Q91.1
0.9375,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,Q92.1,bipoc,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cGTIBhdTVZFLwdE, Q92.1
0.96875,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,Q93.1,bipoc,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bEDlxRqiOdpCl1Q, Q93.1
0.84375,0.125,0.0,0.03125,0.0,0.0,0.0,0.0,Q94.1,bipoc,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0UkPGjTodmzqM9U, Q94.1
0.71875,0.15625,0.0625,0.0,0.03125,0.0,0.0,0.03125,Q95.1,white,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3sodPsRm6g6as06, Q95.1
0.84375,0.0625,0.0,0.03125,0.0,0.0,0.0625,0.0,Q96.1,white,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aWrmbq9vyHFZmTk, Q96.1
0.9375,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,Q97.1,white,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ewCuSR8n6UYi2MK, Q97.1
0.96875,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,Q98.1,white,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2hrynYgwGLMuDUG, Q98.1
0.0,0.625,0.03125,0.03125,0.28125,0.0,0.03125,0.0,Q99.1,bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39Riowawi2KEmV0, Q99.1
0.0,0.875,0.03125,0.0,0.0,0.0,0.0625,0.0,Q100.1,bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5bFJqMaV53Zsy0K, Q100.1
0.03125,0.8125,0.03125,0.0,0.0,0.0,0.03125,0.0,Q101.1,bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3gSfRO9Zt2G8NP8, Q101.1
0.0,0.84375,0.0625,0.0625,0.0,0.0,0.03125,0.0,Q102.1,bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bw2zfW24xOcYU9o, Q102.1
0.0,0.875,0.03125,0.0,0.0625,0.0,0.0,0.0,Q103.1,white,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bqKH78xvssoHVoG, Q103.1
0.0,0.8125,0.03125,0.0625,0.03125,0.0,0.0,0.0,Q104.1,white,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7WGuIqyEG3TilMi, Q104.1
0.0,0.875,0.0625,0.03125,0.0,0.0,0.0,0.0,Q105.1,white,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9zQEAVQQyKfTlUG, Q105.1
0.0,0.875,0.0625,0.0,0.0,0.0,0.0625,0.0,Q106.1,white,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7PAyQLJg8l8nBSS, Q106.1
0.0,0.0,0.0625,0.0,0.0,0.0,0.9375,0.0,Q107.1,bipoc,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_83amQw1mO0Wac06, Q107.1
0.0,0.0,0.0,0.0,0.3125,0.09375,0.53125,0.0,Q108.1,bipoc,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_73Yp8FVd9OfjPP8, Q108.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Q109.1,bipoc,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dahScWh9wdBUhlY, Q109.1
0.0,0.0,0.0,0.0,0.25,0.03125,0.71875,0.0,Q110.1,bipoc,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_77jUBNTFvgA7yxU, Q110.1
0.03125,0.21875,0.0,0.03125,0.1875,0.0,0.5,0.0,Q111.1,white,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7NHotnPd2lT9Foa, Q111.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Q112.1,white,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pqIA60jUTgdaQe, Q112.1
0.0,0.5625,0.03125,0.0,0.0,0.03125,0.3125,0.0,Q113.1,white,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bNT78GDXgMqiTLU, Q113.1
0.0,0.0,0.03125,0.0,0.03125,0.03125,0.90625,0.0,Q114.1,white,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5au9MLWYoSZyrj0, Q114.1
0.0625,0.0,0.0,0.90625,0.0,0.0,0.0,0.0,Q115.1,bipoc,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bjThcsBImEknzmu, Q115.1
0.0,0.53125,0.21875,0.15625,0.0,0.0,0.0625,0.0,Q116.1,bipoc,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_71mMacKzqNZRVpc, Q116.1
0.0,0.0625,0.4375,0.3125,0.03125,0.03125,0.0,0.0,Q117.1,bipoc,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aaEwobdBBZ4nn02, Q117.1
0.03125,0.0,0.0,0.625,0.03125,0.3125,0.0,0.0,Q118.1,bipoc,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cwfzFfgNMrzdDeu, Q118.1
0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,Q119.1,white,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2s03op8efMn39Eq, Q119.1
0.0,0.4375,0.15625,0.28125,0.0,0.0,0.03125,0.0,Q120.1,white,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3VrkAIN5BOdlfWm, Q120.1
0.0,0.0,0.0,0.8125,0.03125,0.15625,0.0,0.0,Q121.1,white,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2004WZkMOAt3rVk, Q121.1
0.09375,0.0,0.03125,0.65625,0.15625,0.0625,0.0,0.0,Q122.1,white,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0Tk0DUpmSjqZP9Q, Q122.1
0.0,0.125,0.46875,0.0,0.09375,0.0,0.0,0.0625,Q123.1,bipoc,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_74kgKNSWDU7crjM, Q123.1
