participantId,photoId,ethnicity,sex,age,label,url,emotion,sentimentScore,sexC,ageC,ethnicityC
0,Q98.1_1,white,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2hrynYgwGLMuDUG,cheerful,0.5423,0.5,-0.5,0.5
0,Q100.1_1,bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5bFJqMaV53Zsy0K,neutral,0.0,-0.5,-0.5,-0.5
0,Q99.1_1,bipoc,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39Riowawi2KEmV0,upset,-0.3818,-0.5,0.5,-0.5
0,Q105.1_1,white,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9zQEAVQQyKfTlUG,upset,-0.3818,0.5,0.5,0.5
0,Q110.1_1,bipoc,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_77jUBNTFvgA7yxU,sad,-0.4767,0.5,-0.5,-0.5
0,Q16.1_2,white,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Iuz8TahQUf5rCu,doubts,-0.296,0.5,0.5,0.5
0,Q111.1_1,white,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7NHotnPd2lT9Foa,upset,-0.3818,-0.5,0.5,0.5
0,Q16.1_1,white,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Iuz8TahQUf5rCu,upset,-0.3818,0.5,0.5,0.5
0,Q112.1_1,white,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0pqIA60jUTgdaQe,sad,-0.4767,-0.5,-0.5,0.5
0,Q111.1_2,white,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7NHotnPd2lT9Foa,sad,-0.4767,-0.5,0.5,0.5
0,Q109.1_1,bipoc,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dahScWh9wdBUhlY,sad,-0.4767,0.5,0.5,-0.5
0,Q16.1_3,white,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Iuz8TahQUf5rCu,disgust,-0.5994,0.5,0.5,0.5
0,Q106.1_1,white,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7PAyQLJg8l8nBSS,sad,-0.4767,0.5,-0.5,0.5
0,Q17.1_1,white,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3dtGv9tzZmLa4Cy,upset,-0.3818,0.5,-0.5,0.5
0,Q107.1_1,bipoc,female,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_83amQw1mO0Wac06,sad,-0.4767,-0.5,0.5,-0.5
0,Q108.1_1,bipoc,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_73Yp8FVd9OfjPP8,upset,-0.3818,-0.5,-0.5,-0.5
0,Q108.1_2,bipoc,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_73Yp8FVd9OfjPP8,rage,-0.5574,-0.5,-0.5,-0.5
0,Q97.1_1,white,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ewCuSR8n6UYi2MK,happy,0.5719,0.5,0.5,0.5
0,Q130.1_1,white,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eMb3pnSJgKC0VFk,glad,0.4588,0.5,-0.5,0.5
0,Q9.1_1,white,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9Gfr3sYkHq3hHG6,upset,-0.3818,0.5,-0.5,0.5
0,Q151.1_1,bipoc,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mlWGWUpvpQZa5M,sad,-0.4767,0.5,-0.5,-0.5
0,Q152.1_1,white,female,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e38mxw6nO1WY6Cq,fear,-0.4939,-0.5,0.5,0.5
0,Q153.1_1,white,female,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cBJFYlMueaaR03k,surprised,0.2263,-0.5,-0.5,0.5
0,Q154.1_1,white,male,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Z1hhf1G3PvXBci,surprised,0.2263,0.5,0.5,0.5
0,Q147.1_1,white,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_74HB0t6zgma9YNw,disgust,-0.5994,0.5,-0.5,0.5
0,Q147.1_2,white,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_74HB0t6zgma9YNw,upset,-0.3818,0.5,-0.5,0.5
0,Q148.1_1,bipoc,female,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0MwMgspcIIF1ew6,upset,-0.3818,-0.5,0.5,-0.5
0,Q149.1_1,bipoc,female,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHrOB3j3PtW4R0i,scared,-0.4404,-0.5,-0.5,-0.5
0,Q150.1_1,bipoc,male,adult,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8B72pKihkAZkIFU,upset,-0.3818,0.5,0.5,-0.5
0,Q155.1_1,white,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9mNPsRAgBbHenPM,afraid,0.0,0.5,-0.5,0.5
0,Q159.1_2,bipoc,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d060VdjZY82W38W,glad,0.4588,0.5,-0.5,-0.5
0,Q160.1_1,white,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_57Gr1XAHK9uhWES,happy,0.5719,-0.5,0.5,0.5
0,Q160.1_2,white,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_57Gr1XAHK9uhWES,happy,0.5719,-0.5,0.5,0.5
0,Q159.1_1,bipoc,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d060VdjZY82W38W,happy,0.5719,0.5,-0.5,-0.5
0,Q161.1_1,white,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d5NMiWqa2jpUDLo,cheerful,0.5423,-0.5,-0.5,0.5
0,Q161.1_2,white,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d5NMiWqa2jpUDLo,happy,0.5719,-0.5,-0.5,0.5
0,Q162.1_1,white,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3NR7AkPxBUkdOQe,happy,0.5719,0.5,0.5,0.5
0,Q7.1_1,white,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1XqAx3FzoRDFZt4,upset,-0.3818,-0.5,-0.5,0.5
0,Q162.1_2,white,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3NR7AkPxBUkdOQe,glad,0.4588,0.5,0.5,0.5
0,Q156.1_1,bipoc,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0GtSGAki0COJYO2,cheerful,0.5423,-0.5,0.5,-0.5
0,Q156.1_2,bipoc,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0GtSGAki0COJYO2,happy,0.5719,-0.5,0.5,-0.5
0,Q8.1_1,white,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7PC2cgcyr5yUiOy,upset,-0.3818,0.5,0.5,0.5
0,Q157.1_1,bipoc,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2tmtlm0JLZje0S,happy,0.5719,-0.5,-0.5,-0.5
0,Q157.1_2,bipoc,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e2tmtlm0JLZje0S,happy,0.5719,-0.5,-0.5,-0.5
0,Q158.1_1,bipoc,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_agxa9UIrTk07jxQ,glad,0.4588,0.5,0.5,-0.5
0,Q135.1_1,bipoc,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3rsoVFgV6TcS9fg,upset,-0.3818,0.5,-0.5,-0.5
0,Q12.1_1,bipoc,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cIvdFisSzzSMNRI,upset,-0.3818,0.5,0.5,-0.5
0,Q137.1_1,white,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bHfE8z5stIRm0zI,upset,-0.3818,-0.5,-0.5,0.5
0,Q136.1_1,white,female,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cPfESJKHoFDaWUe,upset,-0.3818,-0.5,0.5,0.5
0,Q134.1_1,bipoc,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bkMyZNBgUg8ZlNY,upset,-0.3818,0.5,0.5,-0.5
0,Q192.1_1,white,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a64Cxa5gtL3OHKS,doubts,-0.296,-0.5,0.5,0.5
0,Q133.1_1,bipoc,female,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_824LzNsLYNku2OO,upset,-0.3818,-0.5,-0.5,-0.5
0,Q132.1_1,bipoc,female,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9WTZdrQmZK2OL54,upset,-0.3818,-0.5,0.5,-0.5
0,Q138.1_1,white,male,adult,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cCHIBQubXKS0CiO,upset,-0.3818,0.5,0.5,0.5
0,Q11.1_2,bipoc,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Zxryb4o2ZDgHDo,disgust,-0.5994,-0.5,-0.5,-0.5
0,Q143.1_1,bipoc,male,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7WCRz9fBbsgi9Qq,upset,-0.3818,0.5,-0.5,-0.5
0,Q10.1_2,bipoc,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cvFjQlP07m9S7VY,surprised,0.2263,-0.5,0.5,-0.5
0,Q144.1_1,white,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eKdiMX7YPesWOlU,disgust,-0.5994,-0.5,0.5,0.5
0,Q144.1_2,white,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eKdiMX7YPesWOlU,fear,-0.4939,-0.5,0.5,0.5
0,Q145.1_1,white,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0JVrdbvlyGSXcLI,disgust,-0.5994,-0.5,-0.5,0.5
0,Q145.1_2,white,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0JVrdbvlyGSXcLI,doubts,-0.296,-0.5,-0.5,0.5
0,Q10.1_1,bipoc,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cvFjQlP07m9S7VY,doubt,-0.3612,-0.5,0.5,-0.5
0,Q146.1_1,white,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1zU5YqWz2acbM8K,fear,-0.4939,0.5,0.5,0.5
0,Q142.1_1,bipoc,male,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bemvKCbRtShtR0a,upset,-0.3818,0.5,0.5,-0.5
0,Q139.1_1,white,male,child,enfado,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5AcJkrT27k6XRmm,upset,-0.3818,0.5,-0.5,0.5
0,Q11.1_1,bipoc,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4Zxryb4o2ZDgHDo,sad,-0.4767,-0.5,-0.5,-0.5
0,Q140.1_1,bipoc,female,adult,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bsHb1M3p1kgjsF0,rage,-0.5574,-0.5,0.5,-0.5
0,Q141.1_1,bipoc,female,child,asco,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0SwhYgwrLxTB3LM,upset,-0.3818,-0.5,-0.5,-0.5
0,Q52.1_1,bipoc,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0JI5joczfCXyM4K,surprised,0.2263,0.5,0.5,-0.5
0,Q53.1_1,bipoc,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39MTmWdmGCliDga,surprised,0.2263,0.5,-0.5,-0.5
0,Q54.1_1,white,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1X6032Sa3Q1kaKa,surprised,0.2263,-0.5,0.5,0.5
0,Q26.1_2,bipoc,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5uIGlackw1zchRY,happy,0.5719,-0.5,0.5,-0.5
0,Q53.1_2,bipoc,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39MTmWdmGCliDga,cheerful,0.5423,0.5,-0.5,-0.5
0,Q51.1_2,bipoc,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_06dsRWFrfc92PVI,surprised,0.2263,-0.5,-0.5,-0.5
0,Q48.1_1,white,male,adult,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8j4LSlE16vL228e,upset,-0.3818,0.5,0.5,0.5
0,Q27.1_2,bipoc,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1LJr1XMUNEEqjEq,happy,0.5719,-0.5,-0.5,-0.5
0,Q51.1_1,bipoc,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_06dsRWFrfc92PVI,afraid,0.0,-0.5,-0.5,-0.5
0,Q49.1_1,white,male,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1BzaOxAnlvpmh8i,sad,-0.4767,0.5,-0.5,0.5
0,Q50.1_1,bipoc,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8FZs4DGyzYKeKQ6,happy,0.5719,-0.5,0.5,-0.5
0,Q27.1_1,bipoc,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1LJr1XMUNEEqjEq,happy,0.5719,-0.5,-0.5,-0.5
0,Q50.1_2,bipoc,female,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8FZs4DGyzYKeKQ6,happy,0.5719,-0.5,0.5,-0.5
0,Q55.1_1,white,female,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ah0qjH5kqDuQUhE,surprised,0.2263,-0.5,-0.5,0.5
0,Q25.1_2,white,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_24ukMlBx2IZMMuO,surprised,0.2263,0.5,-0.5,0.5
0,Q60.1_1,bipoc,male,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8feaAnE3DavOGFg,thoughtful,0.3818,0.5,0.5,-0.5
0,Q61.1_1,bipoc,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0v92GxoJl7KL9HM,glad,0.4588,0.5,-0.5,-0.5
0,Q25.1_1,white,male,child,miedo,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_24ukMlBx2IZMMuO,afraid,0.0,0.5,-0.5,0.5
0,Q62.1_1,white,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88R1RMz4mseoRkW,upset,-0.3818,-0.5,0.5,0.5
0,Q59.1_2,bipoc,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9BqHT20xS13gotg,sad,-0.4767,-0.5,-0.5,-0.5
0,Q59.1_1,bipoc,female,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9BqHT20xS13gotg,upset,-0.3818,-0.5,-0.5,-0.5
0,Q26.1_1,bipoc,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5uIGlackw1zchRY,happy,0.5719,-0.5,0.5,-0.5
0,Q56.1_1,white,male,adult,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9yvGSAqzpAmAcT4,surprised,0.2263,0.5,0.5,0.5
0,Q57.1_1,white,male,child,sorpresa,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dmTME6d2MAg1Tb8,neutral,0.0,0.5,-0.5,0.5
0,Q58.1_1,bipoc,female,adult,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6x0zlBArY56cHem,cheerful,0.5423,-0.5,0.5,-0.5
0,Q47.1_1,white,female,child,tristeza,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_55Rjm0S1oR1ox1k,sad,-0.4767,-0.5,-0.5,0.5
0,Q35.1_1,bipoc,female,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9H2fzde2Rkxr2VU,happy,0.5719,-0.5,-0.5,-0.5
0,Q36.1_1,bipoc,male,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cMDFM510Dzc4NKu,upset,-0.3818,0.5,0.5,-0.5
0,Q29.1_3,bipoc,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_da53a1yGEedpOJg,optimistic,0.3182,0.5,-0.5,-0.5
0,Q37.1_1,bipoc,male,child,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aXk5I4i1e3iZEzk,neutral,0.0,0.5,-0.5,-0.5
0,Q29.1_2,bipoc,male,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_da53a1yGEedpOJg,cheerful,0.5423,0.5,-0.5,-0.5
0,Q38.1_1,white,female,adult,neutral,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3lu3qPA43hGxJ4y,sad,-0.4767,-0.5,0.5,0.5
0,Q31.1_1,white,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9shhhARAg1o8QcK,happy,0.5719,-0.5,-0.5,0.5
0,Q31.1_2,white,female,child,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9shhhARAg1o8QcK,happy,0.5719,-0.5,-0.5,0.5
0,Q30.1_2,white,female,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6hVt2pmEYV6YLwG,cheerful,0.5423,-0.5,0.5,0.5
0,Q32.1_1,white,male,adult,felicidad,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3CWGONIxkNEfLbU,happy,0.5719,0.5,0.5,0.5
0,Q195.1_1,white,male,child,incertidumbre,https://uwmadison.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9tcpk2rnvGGXq7A,upset,-0.3818,0.5,-0.5,0.5
